Kode KBLI 2025,Judul KBLI 2025,Uraian KBLI 2025,Padanan KBLI 2020,Jenis Perubahan,Skala Usaha → Tingkat Risiko,Perizinan Berusaha,Jangka Waktu Penerbitan
01261,Pertanian Kelapa,"Kelompok ini mencakup kegiatan pertanian kelapa, termasuk di dalamnya kegiatan pengolahan lahan, pembibitan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman kelapa untuk menghasilkan benih berupa biji.",01261 - Perkebunan Buah Kelapa,-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
3 Hari"
01262,Pertanian Kelapa Sawit,"Kelompok ini mencakup kegiatan pertanian kelapa sawit, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman kelapa sawit untuk menghasilkan benih berupa biji.",01262 - Perkebunan Buah Kelapa Sawit,-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
3 Hari
5 Hari"
01269,Pertanian Buah Oleagin Lainnya,"Kelompok ini mencakup kegiatan pertanian buah oleagin lainnya, seperti zaitun, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman oleagin lainnya untuk menghasilkan benih berupa biji.",01269 - Perkebunan Buah Oleaginous Lainnya,-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
15 Hari
3 Hari"
01271,Pertanian Kopi,"Kelompok ini mencakup kegiatan pertanian kopi, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan.",01270 - Pertanian Tanaman Untuk Bahan Minuman,Pecah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
3 Hari
5 Hari"
01272,Pertanian Tanaman Teh,"Kelompok ini mencakup kegiatan pertanian teh, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman teh untuk menghasilkan benih berupa biji.",01270 - Pertanian Tanaman Untuk Bahan Minuman,Pecah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
3 Hari
5 Hari"
01273,Pertanian Kakao,"Kelompok ini mencakup kegiatan pertanian kakao, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman kakao untuk menghasilkan benih berupa biji.",01270 - Pertanian Tanaman Untuk Bahan Minuman,Pecah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
3 Hari
5 Hari"
01279,Pertanian Tanaman untuk Bahan Minuman Lainnya,"Kelompok ini mencakup kegiatan pertanian tanaman untuk bahan minuman lainnya, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan.",01270 - Pertanian Tanaman Untuk Bahan Minuman,Pecah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
3 Hari
5 Hari"
01281,Pertanian Lada,"Kelompok ini mencakup kegiatan pertanian lada atau merica (Piper spp), termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan pertanian cabai jawa/cabai jamu.",01281 - Perkebunan Lada,-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
3 Hari"
01282,Pertanian Cengkih,"Kelompok ini mencakup kegiatan pertanian cengkih termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman cengkih untuk menghasilkan benih berupa biji.",01282 - Perkebunan Cengkeh,-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
3 Hari"
01283,Pertanian Pala,"Kelompok ini mencakup kegiatan pertanian pala, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu kesatuan kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman pala untuk menghasilkan benih berupa biji.","01289 - Pertanian Tanaman Rempah- Rempah, Aromatik/Penyegar, dan Obat Lainnya",Pecah Kode,-,-,-
01284,Pertanian Tanaman Aromatik/Penyegar,"Kelompok ini mencakup kegiatan pertanian tanaman aromatik/penyegar, seperti serai wangi, nilam, mentol, kenanga, ilang-ilang, gandapura, lawang, dan gaharu, serta pertanian pohon kayu putih untuk menghasilkan daun kayu putih. Pertanian tanaman aromatik/penyegar yang dimaksud mencakup kegiatan pengolahan lahan, penyemaian, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan kegiatan pertanian tanaman aromatik/penyegar yang dilakukan dalam kawasan hutan.","01284 - Perkebunan Tanaman Aromatik/Penyegar
02130 - Pemanfaatan Hasil Hutan Bukan Kayu",-,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,10 Hari
01285,Pertanian Tanaman Obat Rimpang,"Kelompok ini mencakup kegiatan pertanian tanaman obat rimpang (termasuk pula tanaman bahan pestisida nabati dan yang sejenis), seperti jahe, kunyit, temulawak, temugiring, temuireng, temukunci, kencur, lengkuas, lempuyang, dan dlingo. Kegiatan pertanian tanaman obat atau biofarmaka rimpang yang dimaksud mencakup kegiatan pengolahan lahan, penyemaian, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman obat rimpang untuk menghasilkan benih berupa biji.",01285 - Pertanian Tanaman Obat atau Biofarmaka Rimpang,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
01286,Pertanian Tanaman Obat Nonrimpang,"Kelompok ini mencakup kegiatan pertanian tanaman obat nonrimpang (termasuk pula tanaman bahan pestisida nabati dan yang sejenis), seperti kapulaga, lidah buaya, sambiloto, mengkudu atau pace, mahkota dewa, dan serai hijau. Kegiatan pertanian tanaman obat nonrimpang yang dimaksud mencakup kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman obat nonrimpang untuk menghasilkan benih berupa biji.",01286 - Pertanian Tanaman Obat atau Biofarmaka Non Rimpang,-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
3 Hari
7 Hari"
01287,Pertanian Tanaman Narkotika dan Tanaman Obat Terlarang,"Kelompok ini mencakup pertanian narkotika dan tanaman obat terlarang, termasuk di dalamnya kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan.",01287 - Pertanian Tanaman Narkotika dan Tanaman Obat Terlarang,Tetap,-,-,-
01289,Pertanian Tanaman Rempah-rempah dan Aromatik/Penyegar Lainnya,"Kelompok ini mencakup kegiatan pertanian tanaman rempah lainnya, seperti kemiri, vanili, kayu manis, ginseng, kina, adas, pinang, dan gambir. Pertanian rempah-rempah dan aromatik/penyegar lainnya yang dimaksud mencakup kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan penanaman tanaman rempah-rempah dan aromatik/penyegar lainnya untuk menghasilkan benih berupa biji.","01289 - Pertanian Tanaman Rempah- Rempah, Aromatik/Penyegar, dan Obat Lainnya",-,-,-,-
01291,Pertanian Pohon Karet dan Tanaman Penghasil Getah Lainnya,"Kelompok ini mencakup kegiatan pertanian tanaman penghasil getah seperti karet dan tanaman penghasil getah lainnya, misalnya damar, pinus, dan kemenyan. Pertanian pohon karet dan tanaman penghasil getah lainnya yang dimaksud mencakup kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan kegiatan pertanian karet dan tanaman penghasil getah lainnya yang dilakukan dalam kawasan hutan, serta kegiatan penanaman tanaman karet dan tanaman penghasil getah lainnya untuk menghasilkan benih berupa biji.","01291 - Perkebunan Karet Dan Tanaman Penghasil Getah Lainnya
02130 - Pemanfaatan Hasil Hutan Bukan Kayu",-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Mikro → Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
10 Hari
3 Hari"
01299,Pertanian Tanaman Tahunan Lainnya YTDL,"Kelompok ini mencakup kegiatan pertanian tanaman tahunan lainnya, seperti cemara; tanaman jarak pagar; aren; kaliandra; gamal; tanaman yang utamanya untuk menganyam, seperti bambu dan rotan; serta tanaman berdaur pendek yang berkembang melalui trubusan sebagai tanaman energi, seperti poplar dan dedalu. Pertanian tanaman tahunan lainnya yang dimaksud mencakup kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan. Kelompok ini juga mencakup kegiatan kegiatan pertanian tanaman tahunan tersebut yang dilakukan dalam kawasan hutan, serta penanaman tanaman tersebut untuk menghasilkan benih berupa biji.","01299 - Pertanian Cemara dan Tanaman Tahunan Lainnya
02130 - Pemanfaatan Hasil Hutan Bukan Kayu",-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Tinggi
Usaha Mikro → Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
10 Hari
3 Hari"
01301,Pertanian Tanaman Hias,"Kelompok ini mencakup kegiatan pertanian atau budi daya tanaman hias daun dan tanaman hias bunga hidup, seperti bonsai, suplir, kuping gajah, helikonia (pisang-pisangan), dracaena, filodendron, monstera, cordyline, anturium daun, pakis, aglonema, difenbacia, sansifera (lidah mertua), caladium (keladi), palem, dan tanaman hias bunga seperti anggrek, mawar, adenium (kamboja jepang), anturium bunga, euforbia, dan ixora (soka). Kelompok ini juga mencakup penanaman tumbuhan untuk tujuan ornamental dan tanah berumput untuk transplantasi. Kegiatan pertanian tanaman hias yang dimaksud mencakup kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan kegiatan pascapanen yang dilakukan sebagai satu rangkaian kegiatan.","01301 - Pertanian Tanaman Hias
01726 - Penangkaran Anggrek",Gabung Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
01302,Penangkaran Tumbuhan Liar,"Kelompok ini mencakup kegiatan penangkaran tumbuhan liar, termasuk pembiakan secara vegetatif melalui batang stek, potongan, dan bibit untuk kelangsungan pengembangbiakan tanaman.",01302 - Pertanian Pengembangbiakan Tanaman,-,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi",Sertifikat Standar,"-
7 Hari"
01309,Pembiakan Tanaman Lainnya,"Kelompok ini mencakup produksi semua benih tanaman selain yang tercakup pada kelompok 01301 dan 01302 secara vegetatif termasuk batang stek, potongan, dan bibit untuk kelangsungan perbanyakan tanaman atau pembuatan batang okulasi tanaman. Kelompok ini juga mencakup kegiatan penanaman tumbuhan untuk ditanam kembali, penanaman tumbuhan hidup untuk umbi-umbian, akar-akaran; pemotongan, stek dan cangkokan; spawn jamur dan kebun bibit tanaman, kecuali kebun bibit tanaman hutan. Kegiatan penyemaian cabai termasuk dalam kelompok ini.",01302 - Pertanian Pengembangbiakan Tanaman,Pecah Kode,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Tinggi",Sertifikat Standar,"-
7 Hari"
01411,Budi Daya dan Pembibitan Sapi Potong,"Kelompok ini mencakup kegiatan budi daya sapi potong berupa penggemukan untuk menghasilkan sapi siap potong dan kegiatan pembibitan untuk menghasilkan ternak bibit sapi potong, semen, dan embrio.",01411 - Pembibitan Dan Budidaya Sapi Potong,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
7 Hari"
01412,Budi Daya dan Pembibitan Sapi Perah,"Kelompok ini mencakup kegiatan budi daya sapi perah berupa penggemukan, produksi susu, dan kegiatan pembibitan untuk menghasilkan bibit ternak sapi perah, semen, dan embrio.",01412 - Pembibitan Dan Budidaya Sapi Perah,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
7 Hari"
01413,Budi Daya dan Pembibitan Kerbau Potong,"Kelompok ini mencakup kegiatan budi daya kerbau potong berupa penggemukan untuk menghasilkan kerbau siap potong dan pembibitan untuk menghasilkan bibit ternak kerbau potong, semen, dan embrio.",01413 - Pembibitan Dan Budidaya Kerbau Potong,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
7 Hari"
01414,Budi Daya dan Pembibitan Kerbau Perah,"Kelompok ini mencakup kegiatan budi daya kerbau perah berupa penggemukan dan produksi susu, dan kegiatan pembibitan untuk menghasilkan bibit ternak kerbau perah, semen, dan embrio.",01414 - Pembibitan Dan Budidaya Kerbau Perah,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
7 Hari"
01420,Peternakan Kuda dan Sejenisnya,"Kelompok ini mencakup kegiatan budi daya kuda yang menghasilkan kuda, seperti kuda potong, kuda perah, kuda pacu, kuda tunggang, kuda tarik, kuda kavaleri, kuda polo dan kuda kesayangan, bagal, hinni dan sejenisnya; dan kegiatan pembibitan kuda dan sejenisnya, untuk menghasilkan bibit kuda dan sejenisnya, semen, dan embrio. Kelompok ini juga mencakup produksi susu kuda dan sejenisnya. Kelompok ini tidak mencakup pengelolaan kandang kuda untuk balap dan berkuda untuk olahraga, lihat subgolongan 9319.",01420 - Peternakan Kuda dan Sejenisnya,Tetap,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
01430,Peternakan Unta dan Sejenisnya,"Kelompok ini mencakup kegiatan budi daya untuk menghasilkan unta potong, unta perah, dan hewan sejenisnya seperti llama, alpaka, vicunas, dan guanacos, dan kegiatan pembibitan untuk menghasilkan bibit unta dan sejenisnya, semen, dan embrio. Kelompok ini juga mencakup produksi susu dari unta dan hewan sejenisnya.",01430 - Peternakan unta dan sejenisnya,Tetap,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Rendah",Sertifikat Standar,-
01441,Budi Daya dan Pembibitan Domba Potong,"Kelompok ini mencakup kegiatan budi daya domba potong berupa penggemukan untuk menghasilkan domba siap potong dan kegiatan pembibitan untuk menghasilkan bibit ternak domba potong, semen, dan embrio.",01441 - Pembibitan Dan Budidaya Domba Potong,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
01442,Budi Daya dan Pembibitan Kambing Potong,"Kelompok ini mencakup kegiatan budi daya berupa penggemukan untuk menghasilkan kambing potong dan kegiatan pembibitan untuk menghasilkan bibit ternak kambing potong, semen, dan embrio.",01442 - Pembibitan Dan Budidaya Kambing Potong,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
01443,Budi Daya dan Pembibitan Kambing Perah,"Kelompok ini mencakup kegiatan budi daya untuk menghasilkan susu dan kegiatan pembibitan untuk menghasilkan bibit ternak kambing perah, semen, dan embrio.",01443 - Pembibitan Dan Budidaya Kambing Perah,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
01444,Budi Daya dan Pembibitan Domba Perah,"Kelompok ini mencakup kegiatan budi daya domba perah untuk menghasilkan susu dan kegiatan pembibitan untuk menghasilkan bibit ternak domba perah, semen, dan embrio.",01444 - Pembibitan Dan Budidaya Domba Perah,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
7 Hari"
